,school,sex,age,address,Pstatus,guardian,traveltime,studytime,failures,paid,internet,health,absences,G1,G2,G3,extra,approved
341,GP,F,19,U,T,other,2,2,0,no,yes,2,2,14,13,13,1,1
342,GP,F,18,U,T,other,2,2,0,no,yes,2,0,13,14,14,1,1
343,GP,F,18,U,T,father,1,4,0,no,yes,3,0,16,17,17,0,1
344,GP,M,18,U,T,mother,1,1,0,no,yes,1,0,18,18,17,0,1
345,GP,F,18,U,A,mother,1,2,0,yes,yes,4,0,14,15,15,1,1
346,GP,M,17,U,T,father,2,1,0,no,yes,5,0,12,13,13,1,1
347,GP,F,17,R,T,mother,2,3,0,no,yes,5,0,7,7,8,0,0
348,GP,F,17,U,T,mother,2,3,0,no,yes,3,0,16,16,16,0,1
349,GP,F,17,U,T,father,1,4,0,no,yes,5,0,18,18,18,0,1
350,GP,M,19,R,T,mother,2,3,1,no,yes,5,0,9,10,11,1,1
351,GP,M,20,U,A,other,1,1,2,no,no,5,0,14,15,15,1,1
352,GP,M,19,R,T,father,1,2,0,no,no,5,0,10,10,11,1,1
353,GP,F,18,U,T,mother,1,2,0,no,no,5,2,10,10,11,1,1
354,GP,F,18,U,T,mother,2,2,0,no,yes,1,2,12,12,15,1,1
355,GP,F,17,U,T,father,2,2,0,no,yes,3,2,11,12,14,1,1
356,GP,F,17,R,T,mother,1,1,0,no,yes,5,2,15,16,17,0,1
357,GP,F,18,U,T,mother,1,3,0,no,yes,5,2,14,15,17,0,1
358,GP,F,18,U,T,mother,2,1,0,no,yes,1,8,12,12,15,1,1
359,GP,F,17,R,T,father,1,3,0,no,yes,5,2,15,15,17,0,1
360,GP,F,18,U,T,father,1,2,0,no,yes,3,8,11,12,14,1,1
361,GP,M,19,U,T,mother,2,2,0,no,yes,1,9,11,10,10,1,1
362,GP,F,18,U,T,mother,1,2,0,no,yes,5,0,12,11,13,1,1
363,GP,F,18,U,T,mother,1,1,0,no,yes,1,4,11,12,14,1,1
364,GP,F,17,U,T,mother,1,1,0,no,yes,5,2,14,15,17,0,1
365,GP,F,17,U,A,mother,1,2,0,no,yes,5,14,15,14,17,0,1
366,GP,F,17,U,A,mother,1,2,0,no,yes,5,0,12,12,13,1,1
367,GP,F,17,U,T,father,1,2,0,no,yes,2,2,11,12,14,1,1
368,GP,M,18,U,T,father,1,1,0,no,yes,5,2,8,9,11,1,1
369,GP,F,19,U,T,other,3,3,0,no,no,5,12,10,10,11,1,1
370,GP,F,19,U,A,other,3,2,2,no,yes,4,2,8,8,9,0,0
371,GP,F,18,U,T,mother,1,1,0,no,yes,5,2,10,10,10,1,1
372,GP,F,17,U,T,mother,1,2,0,no,no,3,4,14,13,13,1,1
373,GP,F,17,R,T,mother,1,3,0,no,yes,3,0,11,11,10,1,1
374,GP,F,17,U,T,father,1,3,0,no,yes,5,0,17,18,17,0,1
375,GP,F,17,U,T,father,2,3,0,no,yes,2,0,14,14,15,1,1
376,GP,F,18,U,T,mother,2,3,0,no,yes,2,0,14,14,14,1,1
377,GP,M,18,U,T,mother,1,3,0,no,yes,3,0,13,14,13,1,1
378,GP,M,17,U,T,mother,1,1,0,no,yes,5,0,17,18,17,0,1
379,GP,M,17,R,T,mother,4,1,0,no,yes,4,2,11,10,10,1,1
380,GP,F,17,U,T,mother,1,3,0,no,yes,4,0,13,12,13,1,1
381,GP,F,17,U,T,mother,2,3,0,no,yes,4,4,15,14,15,1,1
382,GP,F,17,U,T,mother,1,1,0,yes,yes,5,2,11,12,11,1,1
383,GP,M,18,U,T,mother,1,4,0,yes,yes,5,0,11,11,12,1,1
384,GP,M,19,R,T,other,1,1,0,no,no,5,0,11,10,10,1,1
385,GP,F,18,U,T,mother,4,2,0,no,no,2,2,10,9,10,1,1
386,GP,F,17,R,T,father,1,3,0,no,yes,5,0,15,15,15,1,1
387,GP,M,18,U,T,mother,1,1,0,no,yes,5,6,15,14,15,1,1
388,GP,F,18,U,T,mother,1,2,0,no,yes,4,8,10,11,12,1,1
389,GP,F,18,U,T,other,1,2,0,no,yes,2,0,10,9,12,1,1
390,GP,F,18,R,T,mother,2,4,0,no,no,4,6,14,13,14,1,1
391,GP,F,17,U,T,mother,1,3,0,no,yes,5,8,11,13,14,1,1
392,GP,F,17,U,T,mother,1,2,0,no,yes,2,0,12,13,15,1,1
393,GP,F,18,U,T,mother,1,4,0,no,yes,1,4,14,14,15,1,1
394,GP,F,17,R,A,mother,1,2,0,no,yes,2,0,14,14,16,0,1
395,GP,M,18,U,T,father,1,2,0,no,yes,2,0,12,12,13,1,1
396,GP,M,18,U,T,mother,1,2,0,no,yes,5,6,16,16,17,0,1
397,GP,F,17,U,A,father,1,2,0,no,yes,4,18,10,12,14,0,0
398,GP,F,18,U,T,mother,1,3,0,no,yes,3,0,11,12,14,1,1
399,GP,F,18,U,T,mother,1,3,0,no,yes,1,4,14,16,17,0,1
400,GP,M,18,R,T,mother,1,3,0,no,yes,4,4,15,14,17,0,1
401,GP,M,18,U,T,mother,1,3,0,no,yes,5,0,14,13,14,1,1
402,GP,F,17,U,T,mother,1,3,0,no,yes,4,0,11,12,13,1,1
403,GP,F,17,U,T,mother,2,2,0,no,yes,1,10,12,15,15,1,1
404,GP,F,17,U,T,mother,1,2,0,no,yes,4,4,12,16,16,0,1
405,GP,F,19,U,A,other,2,1,1,no,yes,5,16,10,11,11,0,0
406,GP,F,17,U,T,mother,1,1,1,yes,yes,3,6,10,13,13,1,1
407,GP,F,21,U,T,other,1,3,2,yes,yes,5,0,9,12,12,1,1
408,GP,M,18,U,T,mother,1,2,0,no,yes,3,11,9,11,12,1,1
409,GP,M,18,U,A,other,1,2,0,no,yes,2,9,13,14,15,1,1
410,GP,F,17,U,T,mother,1,2,0,no,yes,4,0,13,17,17,0,1
411,GP,M,17,U,A,mother,1,3,0,no,yes,4,2,12,15,15,1,1
412,GP,F,18,U,T,mother,1,2,0,no,yes,3,0,14,17,17,0,1
413,GP,M,21,R,T,other,2,2,2,no,yes,4,21,9,10,10,0,0
414,GP,F,20,R,T,other,2,3,0,no,yes,3,8,11,15,15,1,1
415,GP,F,19,U,T,other,1,1,1,no,yes,5,5,9,10,11,1,1
416,GP,M,17,U,A,mother,1,2,0,no,yes,5,10,16,18,18,0,1
417,GP,F,18,U,T,father,1,3,0,no,yes,2,5,14,17,17,0,1
418,GP,M,18,R,T,father,1,1,0,no,yes,4,13,13,14,14,1,1
419,GP,M,19,U,T,mother,1,1,0,no,yes,4,10,7,11,11,1,1
420,GP,F,18,U,A,mother,2,2,0,no,yes,4,10,14,17,17,0,1
421,GP,F,20,U,T,mother,2,1,1,no,yes,5,5,8,10,10,1,1
422,GP,F,18,U,T,mother,1,2,0,no,yes,1,4,10,13,13,1,1
